Crop,Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Barley,Region_C,Clay,6.18,1127.4,16.1,73.3,209.8,Sprinkler,7.1,20.4,None,144.61
Maize,Region_A,Sandy,7.0,1079.8,23.0,48.9,157.5,Sprinkler,38.0,18.9,Rice,121.41
Rice,Region_C,Sandy,7.07,221.5,28.9,31.4,158.8,Flood,5.4,6.5,Rice,98.02
Barley,Region_B,Clay,5.96,359.2,15.6,79.6,211.8,None,18.6,8.7,Wheat,122.27
Barley,Region_C,Sandy,7.45,411.4,19.7,39.8,287.8,Sprinkler,3.2,12.1,Barley,153.99
Wheat,Region_D,Loam,5.67,1182.4,32.8,42.8,265.8,None,21.6,23.7,Barley,174.37
Barley,Region_D,Loam,5.64,772.1,17.6,50.4,209.9,Sprinkler,30.2,11.6,Barley,127.66
Wheat,Region_D,Loam,6.69,909.2,16.0,77.3,165.4,Sprinkler,31.4,21.3,Barley,107.35
Maize,Region_C,Sandy,6.95,1204.5,26.6,67.5,156.0,Flood,25.9,7.1,Rice,126.44
Wheat,Region_D,Clay,7.42,643.3,33.9,45.9,246.8,None,46.9,18.2,Rice,147.16
Rice,Region_D,Clay,6.31,1173.6,31.7,40.1,104.6,Sprinkler,26.6,20.6,None,103.79
Wheat,Region_B,Clay,5.55,775.0,34.5,36.6,196.9,Drip,43.0,15.9,Rice,126.68
Rice,Region_C,Sandy,6.71,690.3,30.1,39.0,176.2,Drip,49.7,20.3,Rice,111.26
Wheat,Region_B,Sandy,6.08,632.9,23.7,82.1,212.3,None,11.5,19.5,Wheat,132.89
Barley,Region_D,Loam,6.37,1454.4,33.9,85.4,96.9,Drip,13.3,14.5,Maize,98.47
Maize,Region_D,Sandy,6.48,1203.6,23.5,88.1,223.9,Flood,26.1,22.3,None,154.15
Rice,Region_D,Loam,5.63,226.3,22.0,80.1,206.7,None,9.1,11.8,None,111.84
Wheat,Region_C,Loam,6.47,1444.6,24.0,83.2,95.0,Drip,28.2,13.5,Wheat,92.94
Wheat,Region_A,Clay,6.35,1208.1,31.3,79.0,162.4,None,34.2,15.8,Maize,121.26
Wheat,Region_D,Sandy,6.93,393.9,33.4,87.5,219.7,Flood,3.0,7.6,Rice,123.14
Barley,Region_D,Clay,6.79,299.2,22.2,80.7,275.4,None,34.1,15.3,None,155.95
Barley,Region_D,Clay,5.87,600.7,24.2,57.7,80.5,Drip,8.0,11.5,Maize,64.14
Rice,Region_D,Sandy,5.91,1011.4,33.0,49.4,52.2,Flood,15.0,10.1,Barley,63.81
Rice,Region_C,Sandy,6.0,1001.5,15.9,65.1,91.3,Flood,36.9,16.5,None,82.21
Barley,Region_A,Loam,5.86,558.6,30.7,66.5,297.3,Flood,8.2,11.6,Maize,173.33
Rice,Region_A,Loam,6.81,779.4,24.1,64.5,242.1,Flood,26.6,22.1,Barley,160.57
Maize,Region_A,Loam,7.49,475.5,22.5,72.4,203.6,Sprinkler,29.5,13.2,Barley,122.7
Maize,Region_D,Loam,6.8,265.8,23.9,71.9,83.3,Flood,8.2,13.3,Rice,44.15
Barley,Region_D,Clay,6.71,872.1,23.4,35.2,154.0,Flood,13.7,24.6,Maize,105.37
Rice,Region_A,Clay,6.32,651.1,30.1,47.1,228.8,Sprinkler,30.3,11.8,None,135.29
Wheat,Region_A,Sandy,6.13,905.7,33.6,83.4,274.0,Flood,23.1,7.6,None,173.23
Maize,Region_D,Loam,7.32,1430.5,24.8,65.4,145.5,Drip,33.0,22.5,Maize,118.56
Barley,Region_D,Loam,7.44,386.4,31.7,49.7,299.9,None,42.7,23.3,Wheat,170.39
Rice,Region_B,Loam,6.49,202.6,29.6,81.0,84.9,None,6.8,9.5,Wheat,51.03
Barley,Region_B,Clay,6.08,299.9,21.6,44.9,146.7,None,3.5,22.6,Rice,87.64
Wheat,Region_B,Sandy,7.04,801.5,26.7,54.6,268.8,Flood,33.3,14.9,Rice,161.15
Maize,Region_A,Clay,5.76,1119.0,28.3,46.6,212.5,Sprinkler,38.5,5.9,Wheat,143.78
Barley,Region_C,Sandy,7.03,955.0,15.5,82.3,252.7,None,22.5,16.0,Barley,159.23
Barley,Region_D,Sandy,7.14,843.4,22.9,73.7,276.9,Sprinkler,19.7,22.0,Barley,170.59
Barley,Region_B,Clay,5.75,660.2,34.9,57.6,176.8,None,29.8,12.9,Wheat,122.33
Wheat,Region_C,Clay,7.45,603.0,27.7,85.9,108.7,None,27.6,16.0,None,83.64
Barley,Region_D,Sandy,7.47,689.2,21.7,85.6,223.4,Flood,24.5,7.8,Wheat,141.43
Wheat,Region_C,Clay,7.37,995.1,20.0,72.7,190.9,Flood,40.9,21.8,None,131.46
Wheat,Region_A,Clay,6.49,418.1,19.2,83.5,243.2,Sprinkler,8.7,7.1,None,135.54
Wheat,Region_A,Sandy,5.99,1202.8,23.0,73.2,177.9,None,34.1,6.9,Barley,132.74
Maize,Region_A,Sandy,6.66,947.8,18.9,67.7,252.8,Drip,37.1,23.7,Barley,164.58
Maize,Region_B,Loam,6.34,549.9,17.7,55.2,275.5,Drip,45.1,22.5,Barley,163.76
Barley,Region_D,Clay,5.91,851.5,22.3,46.4,237.4,None,47.3,16.5,None,148.79
Barley,Region_A,Sandy,6.35,1451.6,27.1,33.6,235.9,None,25.4,7.1,None,165.2
Maize,Region_B,Clay,6.83,226.6,17.9,78.1,196.8,Drip,21.7,15.9,Rice,112.74
Rice,Region_B,Clay,5.64,459.4,15.9,37.3,167.9,None,25.2,23.4,Wheat,88.73
Maize,Region_B,Sandy,6.17,782.9,15.7,54.6,293.1,Sprinkler,36.6,17.2,Barley,181.16
Wheat,Region_B,Loam,5.54,1030.0,20.3,44.1,211.3,None,0.9,9.0,Maize,146.75
Maize,Region_A,Sandy,7.0,475.9,18.8,57.3,260.1,Flood,8.7,23.1,Maize,146.69
Wheat,Region_B,Sandy,6.78,1410.8,25.8,48.9,176.4,Flood,45.4,22.3,None,134.03
Barley,Region_A,Clay,5.63,1035.3,24.1,79.8,188.7,Drip,9.8,15.9,Rice,140.61
Rice,Region_A,Loam,7.43,1340.7,21.5,88.7,215.7,None,11.4,22.0,Wheat,147.2
Barley,Region_B,Sandy,5.55,628.1,31.7,86.5,232.1,Flood,47.0,6.1,None,139.92
Wheat,Region_A,Clay,6.68,1277.6,25.1,67.3,162.1,None,14.7,14.2,Wheat,133.16
Wheat,Region_D,Sandy,7.05,691.7,16.8,88.8,139.1,Sprinkler,14.5,8.6,None,88.3
Wheat,Region_D,Clay,7.08,528.6,20.9,54.0,109.9,Flood,46.2,21.8,Barley,75.8
Rice,Region_C,Sandy,5.57,1385.2,34.5,61.3,155.9,Drip,18.8,24.4,Rice,125.21
Maize,Region_D,Loam,7.31,319.9,34.5,45.4,102.8,None,24.7,23.6,Barley,78.2
Barley,Region_A,Sandy,7.34,1425.8,20.1,83.9,154.2,Drip,28.0,15.1,Barley,121.18
Barley,Region_A,Clay,6.62,796.1,18.3,40.8,268.7,Flood,43.4,15.2,Maize,155.11
Maize,Region_D,Sandy,6.46,1490.4,24.9,66.6,294.3,Flood,3.9,23.2,Maize,198.05
Barley,Region_B,Loam,5.59,901.5,24.6,78.0,194.3,Flood,13.0,19.4,Maize,126.4
Rice,Region_B,Loam,6.62,1184.7,23.2,65.7,86.5,Sprinkler,29.4,6.5,Maize,86.42
Barley,Region_A,Loam,6.32,209.2,25.6,34.7,156.9,Sprinkler,21.7,7.6,None,92.01
Wheat,Region_B,Loam,7.05,845.7,19.6,66.7,200.5,Flood,13.9,24.0,None,123.69
Maize,Region_C,Clay,6.31,1158.7,17.3,76.0,142.7,None,20.5,12.3,Rice,118.77
Rice,Region_C,Sandy,6.87,1217.7,26.4,41.3,101.3,Sprinkler,48.3,8.7,Maize,89.41
Maize,Region_D,Loam,5.7,405.5,33.7,74.2,106.7,Flood,1.1,19.7,Maize,69.74
Rice,Region_D,Sandy,5.77,744.7,17.8,82.7,168.5,None,7.3,22.6,None,113.04
Wheat,Region_B,Clay,5.78,744.8,29.1,89.2,104.1,Drip,0.9,9.1,Wheat,88.38
Maize,Region_A,Sandy,5.59,334.7,23.8,54.6,112.4,Sprinkler,29.7,10.0,Barley,64.57
Barley,Region_D,Sandy,6.58,776.0,20.9,31.5,268.3,Flood,0.6,23.0,Rice,159.3
Rice,Region_C,Loam,7.09,1249.2,32.1,55.1,244.8,Sprinkler,22.7,5.3,None,171.08
Maize,Region_D,Loam,6.72,590.2,24.1,69.6,63.8,None,43.0,23.2,None,51.56
Barley,Region_D,Clay,6.65,762.3,26.7,83.5,130.0,None,4.9,5.8,Barley,94.0
Maize,Region_C,Sandy,6.86,1449.2,23.9,86.3,183.0,None,18.3,6.9,Rice,137.69
Maize,Region_A,Clay,6.18,241.2,16.6,84.6,65.2,Sprinkler,18.9,22.2,None,45.63
Maize,Region_D,Clay,6.22,969.0,26.9,69.5,220.8,Flood,18.1,10.0,Maize,138.61
Rice,Region_D,Clay,6.13,1166.5,23.4,71.0,146.1,None,36.4,9.5,Maize,114.31
Barley,Region_D,Loam,6.92,1189.1,16.7,30.1,149.3,Sprinkler,0.2,21.9,None,116.09
Wheat,Region_B,Loam,5.82,1130.7,26.9,51.8,116.3,Drip,39.0,15.8,Wheat,100.86
Rice,Region_D,Sandy,5.53,1144.4,15.2,84.4,133.5,Sprinkler,42.0,12.0,Wheat,101.5
Rice,Region_C,Sandy,6.69,276.7,19.2,71.4,265.4,Sprinkler,21.6,19.3,Wheat,152.08
Rice,Region_A,Sandy,7.38,894.4,30.6,58.1,247.2,Drip,44.4,21.2,Maize,146.06
Wheat,Region_A,Loam,6.72,1217.9,15.8,36.3,283.9,Drip,19.1,22.3,Maize,178.33
Barley,Region_C,Loam,7.07,322.3,27.9,44.8,224.7,Drip,34.7,7.4,Barley,139.82
Barley,Region_B,Clay,6.85,215.7,34.0,63.3,194.5,Drip,19.4,16.7,Wheat,110.67
Barley,Region_C,Loam,6.49,1258.9,18.4,83.9,114.8,None,1.9,18.6,Barley,104.47
Maize,Region_A,Clay,6.94,1126.0,23.3,35.7,216.7,Flood,4.2,7.3,None,147.74
Maize,Region_C,Clay,7.15,735.9,26.5,39.2,276.5,Drip,22.1,17.2,None,174.32
Maize,Region_B,Loam,5.95,1422.5,24.0,69.3,67.3,Flood,49.5,5.6,Rice,80.16
Wheat,Region_A,Clay,6.17,1196.6,27.4,47.6,160.8,Flood,8.9,11.8,Rice,122.9
Maize,Region_B,Clay,5.95,1458.2,23.1,40.2,87.3,None,44.8,8.4,Rice,96.39
Wheat,Region_C,Sandy,6.4,1408.1,18.0,40.7,252.7,Flood,46.0,16.2,Rice,179.86
Barley,Region_D,Clay,7.27,825.7,16.8,59.6,203.5,Drip,20.5,8.8,Maize,120.66
Maize,Region_C,Loam,6.19,1181.1,29.9,65.0,269.9,Sprinkler,23.1,20.8,Barley,178.95
Maize,Region_B,Loam,6.25,1069.9,19.8,84.3,65.8,Sprinkler,25.1,7.4,Maize,64.69
Rice,Region_C,Clay,7.22,1254.9,31.9,61.8,276.4,Sprinkler,38.5,20.2,None,181.95
Wheat,Region_D,Sandy,6.53,1224.0,29.9,71.5,66.8,Flood,6.2,7.0,Wheat,73.42
Barley,Region_B,Loam,6.57,399.2,16.0,40.8,121.9,Sprinkler,16.4,13.8,Wheat,64.92
Rice,Region_C,Loam,7.22,503.9,19.0,72.8,89.0,None,8.5,19.0,Barley,68.71
Rice,Region_B,Sandy,6.48,545.5,20.8,68.9,86.3,Sprinkler,43.9,8.2,Barley,57.11
Barley,Region_B,Clay,6.86,1264.0,26.9,43.0,92.9,Sprinkler,3.5,20.0,None,89.4
Rice,Region_A,Loam,5.67,1254.0,31.2,70.2,170.1,Flood,37.4,24.1,Maize,128.37
Wheat,Region_A,Clay,5.86,843.9,16.2,42.7,246.1,Flood,22.0,12.5,Wheat,147.63
Wheat,Region_B,Clay,6.31,955.1,20.0,65.6,274.6,Flood,35.7,5.0,Maize,173.15
Maize,Region_C,Clay,6.49,1275.0,22.5,70.1,191.7,Drip,44.5,14.5,None,136.77
Rice,Region_C,Clay,7.43,606.4,18.7,71.6,89.4,Drip,17.0,23.0,Maize,63.05
Maize,Region_C,Loam,7.44,265.2,25.9,84.6,69.8,Flood,11.4,18.3,Wheat,40.76
Rice,Region_D,Sandy,7.2,827.4,24.6,86.9,173.5,Sprinkler,32.5,19.1,None,111.87
Wheat,Region_B,Loam,6.13,1387.8,21.3,78.6,241.3,Flood,49.9,20.8,Maize,168.66
Wheat,Region_B,Sandy,7.43,1227.6,25.3,82.7,205.0,None,36.5,23.2,Maize,134.39
Wheat,Region_D,Clay,6.88,676.6,22.1,31.2,195.7,Sprinkler,39.8,7.5,Maize,130.96
Rice,Region_B,Sandy,6.29,284.2,21.9,51.8,62.0,Sprinkler,31.5,16.8,Maize,43.15
Wheat,Region_B,Clay,6.9,1028.0,20.3,32.4,152.9,Flood,18.4,22.8,Barley,107.01
Rice,Region_D,Loam,5.53,1284.8,25.8,43.5,187.6,Sprinkler,32.7,20.5,None,140.48
Maize,Region_A,Loam,5.79,1064.4,23.9,52.9,199.6,Sprinkler,6.4,10.0,None,134.42
Rice,Region_B,Sandy,7.16,752.6,18.9,82.1,51.2,None,24.4,22.5,Maize,56.41
Maize,Region_D,Clay,6.79,360.4,15.3,60.7,99.9,None,28.7,10.9,Maize,58.51
Rice,Region_C,Clay,6.23,1384.0,18.0,68.9,287.4,Flood,45.3,13.2,Barley,183.87
Maize,Region_A,Sandy,6.5,558.7,15.9,51.8,177.2,Sprinkler,46.0,8.7,Wheat,111.52
Wheat,Region_C,Clay,7.31,491.6,23.6,66.2,225.9,Drip,3.0,22.7,Barley,138.41
Maize,Region_B,Clay,6.76,1260.8,19.5,78.9,127.0,None,31.6,6.9,Maize,106.2
Wheat,Region_A,Clay,6.3,1475.6,23.4,48.1,196.3,Drip,39.8,24.9,Maize,148.25
Wheat,Region_D,Loam,5.74,1058.2,21.6,85.9,139.1,Drip,26.8,11.6,Maize,101.45
Maize,Region_B,Loam,6.09,1012.3,25.8,42.8,124.2,Drip,4.8,19.2,Maize,95.05
Rice,Region_D,Loam,7.46,615.3,29.5,85.2,152.8,None,11.6,7.6,Barley,97.47
Rice,Region_A,Clay,6.37,226.5,24.6,31.7,165.0,None,15.7,14.8,Maize,100.69
Barley,Region_C,Loam,6.44,449.3,16.2,62.6,132.8,Sprinkler,33.1,5.8,Wheat,90.07
Rice,Region_B,Clay,6.5,959.8,15.4,89.1,114.5,Flood,3.3,22.6,Rice,91.73
Barley,Region_B,Clay,7.27,396.7,19.3,66.6,206.0,Sprinkler,27.5,13.9,Wheat,128.82
Rice,Region_D,Sandy,6.71,1349.0,23.5,63.3,145.2,None,5.4,19.9,Maize,120.86
Rice,Region_A,Clay,6.89,444.6,15.9,70.9,100.5,Sprinkler,19.8,22.9,Barley,72.68
Wheat,Region_D,Loam,6.28,878.7,21.6,47.4,239.6,Flood,21.3,6.4,Maize,149.39
Barley,Region_A,Loam,5.56,865.6,32.7,33.2,230.9,Sprinkler,22.6,15.2,Barley,147.17
Rice,Region_B,Clay,7.36,985.1,16.8,45.1,271.7,None,35.5,8.8,Rice,167.98
Barley,Region_A,Loam,7.4,625.7,34.0,40.6,188.8,Drip,4.1,6.4,None,115.29
Wheat,Region_B,Clay,7.4,1335.6,32.1,85.4,119.9,Sprinkler,13.4,17.4,Wheat,104.23
Wheat,Region_A,Sandy,7.39,777.6,31.6,81.1,265.9,None,32.1,7.3,Rice,164.24
Barley,Region_C,Clay,7.13,1110.2,32.3,49.1,120.1,Drip,47.2,14.8,Maize,96.82
Wheat,Region_A,Clay,6.87,1026.7,16.6,80.2,213.9,None,31.0,8.9,Barley,143.85
Maize,Region_C,Sandy,7.19,352.3,18.0,42.7,97.6,Sprinkler,44.2,9.0,Barley,59.27
Maize,Region_A,Loam,6.7,1009.4,17.7,42.0,207.3,Drip,48.4,15.5,None,133.54
Wheat,Region_A,Sandy,5.77,915.9,17.2,76.1,260.2,Sprinkler,44.2,16.1,Rice,161.08
Maize,Region_D,Sandy,6.28,1368.2,21.6,49.6,185.0,Flood,48.6,5.1,Wheat,127.65
Rice,Region_D,Clay,7.44,1345.1,31.6,33.9,167.7,Drip,38.9,15.0,Barley,135.92
Barley,Region_B,Clay,6.2,396.2,20.0,73.2,298.4,Drip,44.4,18.4,Wheat,168.62
Rice,Region_D,Sandy,7.24,306.2,19.9,89.4,55.6,None,24.6,18.6,Maize,45.05
Barley,Region_A,Loam,5.69,583.0,28.5,64.0,132.9,Sprinkler,17.3,22.0,Barley,93.36
Wheat,Region_D,Sandy,6.17,1482.6,16.9,45.8,279.6,Flood,50.0,22.9,Barley,187.08
Rice,Region_A,Loam,6.2,228.0,22.2,52.4,210.7,None,4.9,17.5,Rice,117.85
Wheat,Region_C,Sandy,5.6,1074.8,20.9,68.9,185.5,Drip,47.9,14.6,None,131.12
Wheat,Region_A,Sandy,5.74,991.1,31.9,72.1,209.4,Drip,21.5,9.1,Maize,133.56
Barley,Region_B,Loam,5.89,1040.6,25.3,83.2,130.5,Drip,1.1,7.5,None,102.54
Barley,Region_C,Sandy,7.18,483.8,27.9,84.5,67.8,Drip,40.2,17.2,Rice,52.11
Barley,Region_B,Clay,5.63,494.7,17.6,81.7,118.8,None,22.2,23.9,Wheat,87.0
Rice,Region_B,Sandy,6.1,759.8,33.6,68.9,134.1,Sprinkler,39.9,10.6,Rice,95.61
Maize,Region_B,Clay,5.52,324.6,21.4,57.0,170.0,Sprinkler,2.2,7.0,Rice,98.39
Barley,Region_D,Loam,6.89,297.0,29.1,70.8,148.5,None,48.7,13.5,Rice,82.88
Barley,Region_B,Loam,6.74,314.9,34.1,70.0,180.3,None,33.6,5.0,Barley,104.46
Rice,Region_C,Clay,6.79,944.9,25.2,43.1,99.0,Flood,2.4,16.1,Maize,72.32
Barley,Region_A,Sandy,6.25,717.1,25.2,60.5,96.0,Sprinkler,0.2,6.0,Wheat,83.85
Rice,Region_B,Clay,5.92,581.7,17.3,42.5,137.9,Sprinkler,29.7,23.6,None,92.78
Wheat,Region_C,Clay,6.94,610.6,22.8,83.9,168.4,Drip,48.8,22.4,Wheat,105.24
Barley,Region_B,Loam,7.12,469.5,32.0,49.4,135.4,Sprinkler,26.2,7.3,Barley,90.71
Barley,Region_A,Clay,5.78,735.0,17.7,78.3,194.1,Flood,17.7,7.9,Barley,117.84
Wheat,Region_C,Sandy,6.47,464.0,33.4,52.6,127.5,Drip,46.9,24.1,None,83.44
Wheat,Region_C,Clay,6.0,1107.5,28.3,75.8,94.3,None,49.2,21.3,Barley,80.49
Wheat,Region_A,Loam,5.84,361.1,23.4,43.3,265.7,Drip,39.2,23.8,None,140.71
Barley,Region_C,Sandy,6.97,1432.7,25.9,75.8,100.2,Drip,35.9,11.7,Barley,102.08
Maize,Region_A,Loam,6.58,316.8,18.0,40.8,291.7,Sprinkler,0.1,7.2,Rice,158.43
Maize,Region_C,Clay,5.93,1426.5,19.3,59.4,296.9,Flood,15.7,17.3,Barley,186.46
Maize,Region_C,Clay,6.12,1283.3,20.7,36.8,224.2,None,46.3,24.3,None,150.6
Barley,Region_A,Loam,7.43,1084.9,22.7,61.7,175.5,Drip,18.4,7.6,None,131.36
Wheat,Region_A,Loam,7.2,1386.0,33.3,79.2,248.9,Sprinkler,16.7,21.4,None,169.07
Barley,Region_C,Sandy,7.26,381.0,22.4,75.3,268.3,None,26.9,12.2,Maize,153.17
Wheat,Region_C,Loam,6.42,429.2,25.5,33.0,227.4,Flood,22.4,7.3,Wheat,128.0
Barley,Region_A,Loam,6.75,527.8,18.2,59.5,75.5,Drip,42.9,14.2,Wheat,58.44
Barley,Region_D,Clay,6.25,518.3,29.7,81.1,50.7,Drip,4.1,14.8,Rice,49.46
Wheat,Region_A,Clay,5.66,604.1,26.2,69.0,98.0,Sprinkler,32.9,5.2,None,69.06
Maize,Region_C,Loam,6.3,948.3,23.8,33.6,97.1,Drip,34.9,14.5,Maize,81.09
Wheat,Region_C,Loam,6.69,236.6,33.9,49.5,95.6,Sprinkler,44.0,17.9,Maize,63.22
Rice,Region_C,Clay,6.07,697.0,32.8,63.4,177.4,Sprinkler,20.8,20.3,Maize,113.33
Rice,Region_A,Sandy,7.2,520.3,28.2,40.4,180.0,Sprinkler,14.8,7.0,None,110.2
Wheat,Region_C,Sandy,5.8,988.6,33.4,70.9,230.8,Drip,31.3,22.5,Maize,147.02
Barley,Region_D,Sandy,6.23,1480.7,26.3,68.1,100.4,Sprinkler,36.2,8.4,Maize,100.4
Rice,Region_B,Sandy,5.75,873.0,31.5,42.1,73.2,None,8.5,18.2,Wheat,74.47
Rice,Region_D,Clay,6.31,753.4,23.2,63.0,216.5,Flood,7.9,16.1,Barley,129.67
Barley,Region_A,Loam,5.58,678.7,16.7,78.7,171.0,Flood,13.2,22.6,Barley,105.67
Barley,Region_C,Sandy,6.05,1220.4,34.9,52.5,216.6,Drip,12.4,5.8,Barley,141.67
Maize,Region_A,Clay,6.3,293.6,18.3,44.8,145.2,Flood,37.5,8.8,None,87.63
Barley,Region_B,Loam,6.46,1447.7,20.0,72.1,237.7,Flood,26.5,7.4,Rice,158.28
Wheat,Region_A,Sandy,6.59,743.3,18.3,34.2,220.7,None,27.4,11.6,Rice,138.82
Wheat,Region_C,Loam,6.05,607.8,21.7,80.0,212.6,None,0.7,11.8,Wheat,131.73
Maize,Region_B,Sandy,6.55,1466.3,20.8,86.6,56.9,Sprinkler,49.7,6.8,Rice,81.15
Rice,Region_B,Loam,6.52,1416.6,27.0,87.9,264.5,None,41.5,15.3,Rice,181.99
Rice,Region_C,Sandy,6.13,1034.5,34.9,56.0,144.2,None,22.2,7.3,Barley,102.57
Barley,Region_C,Sandy,7.16,224.1,16.1,67.4,83.9,Drip,3.3,6.5,Barley,51.23
Wheat,Region_C,Loam,6.59,1173.1,30.6,81.4,238.9,None,34.7,5.7,None,161.74
Rice,Region_A,Loam,6.16,636.2,17.6,43.4,171.6,Sprinkler,26.8,23.6,Rice,111.07
Maize,Region_D,Loam,7.39,704.8,15.4,31.7,58.0,Drip,33.9,12.9,None,56.08
Maize,Region_A,Clay,7.19,406.4,27.8,53.1,245.5,Flood,33.9,10.7,Maize,138.37
Wheat,Region_A,Clay,7.47,880.5,32.5,83.1,158.8,Flood,7.7,14.6,Wheat,111.77
Maize,Region_D,Loam,6.88,1167.9,18.5,60.3,238.7,Sprinkler,16.4,8.2,Wheat,157.59
Maize,Region_C,Clay,6.26,554.9,21.8,61.8,238.9,Sprinkler,0.9,13.1,Maize,134.13
Wheat,Region_C,Sandy,6.06,1420.4,18.4,71.5,75.0,None,49.1,8.8,Wheat,78.96
Barley,Region_D,Loam,6.83,453.2,33.1,64.5,203.3,Drip,40.3,11.1,Rice,121.51
Barley,Region_D,Clay,7.46,286.1,20.4,33.3,140.0,Drip,46.4,23.5,None,78.47
Maize,Region_A,Loam,6.75,1037.7,23.9,63.7,186.6,Drip,2.2,8.0,Rice,121.9
Barley,Region_B,Sandy,7.26,1304.1,32.9,68.9,72.1,Sprinkler,25.0,14.5,Wheat,74.16
Barley,Region_D,Sandy,6.16,1439.1,26.1,68.5,197.0,Flood,37.4,18.2,Rice,150.37
Maize,Region_A,Clay,6.31,1197.3,33.7,73.7,244.4,None,5.2,23.4,Wheat,166.63
Barley,Region_B,Sandy,7.31,459.5,33.5,61.2,296.7,Flood,38.9,23.5,None,169.58
Maize,Region_C,Loam,7.01,1471.0,24.2,84.0,130.1,Drip,32.4,9.9,Wheat,112.38
Rice,Region_C,Clay,7.46,1395.3,26.6,57.9,88.8,Flood,49.2,23.9,Maize,88.67
Wheat,Region_A,Loam,7.05,412.1,19.6,61.1,141.5,None,7.0,11.6,Wheat,76.95
Wheat,Region_A,Loam,6.4,926.4,34.8,76.8,54.8,None,31.5,22.9,Maize,65.12
Barley,Region_D,Loam,6.56,922.2,20.6,80.0,152.2,None,47.4,6.9,None,105.85
Barley,Region_C,Sandy,7.3,775.3,30.7,68.9,278.6,Drip,37.2,9.0,Wheat,171.81
Barley,Region_A,Loam,6.6,1479.6,21.3,37.6,98.6,Flood,16.8,6.6,None,93.26
Wheat,Region_C,Sandy,6.01,277.5,21.3,49.9,169.4,Sprinkler,6.0,11.0,Barley,105.52
Rice,Region_C,Loam,6.37,1015.4,17.1,31.2,193.2,Drip,48.2,22.5,Barley,131.42
Rice,Region_D,Sandy,6.53,466.9,26.2,47.7,95.0,None,3.6,8.2,Wheat,66.14
Wheat,Region_B,Sandy,5.69,885.5,19.9,64.2,132.5,Sprinkler,48.8,9.5,Barley,91.7
Rice,Region_D,Sandy,6.99,1213.7,18.0,78.3,277.8,Drip,15.2,9.3,Rice,179.74
Wheat,Region_A,Loam,5.72,520.7,19.5,65.1,123.9,None,43.0,10.5,Rice,84.55
Rice,Region_D,Loam,6.31,711.4,20.0,32.4,208.8,Flood,27.7,5.4,Maize,118.54
Maize,Region_D,Sandy,7.11,1436.0,25.1,45.5,84.2,Sprinkler,45.6,13.5,Barley,89.53
Maize,Region_C,Loam,6.44,1189.9,22.7,64.7,217.5,None,21.3,24.5,Maize,148.39
Wheat,Region_D,Sandy,7.18,944.5,16.5,72.5,119.8,Sprinkler,42.5,14.0,Barley,93.79
Rice,Region_A,Loam,6.18,488.6,25.7,82.0,107.8,Flood,11.9,21.3,Rice,65.31
Barley,Region_B,Sandy,7.42,752.9,30.8,88.1,81.0,Sprinkler,23.3,16.4,Barley,73.25
Rice,Region_D,Sandy,5.92,1206.3,26.5,83.5,61.7,Flood,42.3,5.3,Rice,76.02
Maize,Region_D,Clay,5.58,1266.7,34.5,58.0,292.0,None,5.9,16.7,Rice,194.78
Maize,Region_B,Loam,7.24,518.0,17.0,74.8,153.5,Sprinkler,36.4,23.9,None,92.38
Rice,Region_A,Loam,7.0,1060.7,31.4,44.4,244.4,Flood,21.8,16.1,Rice,165.91
Rice,Region_A,Clay,5.96,323.5,25.1,33.8,280.0,Flood,25.7,15.6,Rice,150.66
Barley,Region_D,Sandy,7.47,230.2,25.4,33.3,101.0,None,29.0,18.4,Maize,51.92
Barley,Region_C,Sandy,6.5,913.3,25.4,44.5,267.5,None,13.8,22.4,Barley,167.78
Rice,Region_D,Clay,7.4,491.7,21.5,32.3,227.0,None,4.8,16.3,Wheat,132.25
Rice,Region_B,Clay,6.51,302.6,21.5,81.0,194.5,Sprinkler,0.9,13.1,Wheat,116.73
Rice,Region_B,Sandy,6.44,1148.8,27.6,59.4,252.3,Drip,21.5,5.7,Rice,160.96
Rice,Region_B,Loam,6.4,847.4,15.9,78.7,77.7,None,13.4,7.2,Barley,65.72
Wheat,Region_D,Clay,6.17,1235.2,26.8,86.4,115.9,Sprinkler,31.6,18.0,None,98.19
Rice,Region_D,Clay,6.57,1063.1,29.5,89.6,82.8,None,35.8,17.4,Wheat,83.21
Barley,Region_A,Clay,6.41,1148.7,22.1,86.2,274.0,Sprinkler,25.2,9.8,Maize,170.46
Maize,Region_C,Clay,5.57,599.6,19.3,73.0,74.7,Flood,30.9,19.4,Maize,65.56
Wheat,Region_D,Clay,6.02,542.3,19.3,56.5,295.0,Flood,28.0,10.6,Maize,163.95
Rice,Region_A,Clay,5.93,981.1,16.6,65.9,77.5,Flood,0.2,11.1,None,69.29
Maize,Region_D,Sandy,7.23,460.1,16.8,79.0,215.5,Drip,42.1,6.2,None,125.12
Wheat,Region_A,Sandy,6.7,1260.0,18.3,83.9,215.1,Sprinkler,3.0,16.0,None,143.94
Maize,Region_A,Clay,7.03,879.8,15.4,87.4,282.8,Drip,20.5,10.8,Barley,172.83
